,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23
2015-01-19,0.07692734732756348,0.06840332029942406,0.09969712530792393,0.04888970700848627,0.16062799712276923,0.04486022451052354,0.06297378194531981,2.8001117122830045e-05,0.08519449454209782,0.07405004992721147,0.04389211632199856,0.0627237197950142,0.10024034698010684,0.0494365810002939,0.1661157953468724,0.010121308144015644,0.030347367249748222,0.10377603586480784,0.057145897264146456,0.15247735743346466,-0.014625592193191584,0.0595118699170381,0.12292685207302374,-0.06190171192763777
2015-01-20,-0.016968500285668594,8.020139899856409e-05,-0.05460043030812639,-0.04484045457016038,-0.07325294328265146,-0.012459262732770798,-0.047772233931712184,-0.02044594438028425,-0.024520224652723573,-0.018673395055791443,0.012317803209997258,0.021540964094832128,-0.05706673961933719,-0.011732775827118161,-0.026573478873711354,-0.05261482392523285,-0.0386723273441113,-0.057541797599294946,-0.06073484654899545,-0.061295164347019974,-0.006125320344374996,-0.052087856450831235,-0.048530210957217025,-0.04799266477067756
2015-01-21,0.27669968955750235,0.12177382313671978,0.22166318921927602,0.12978365004661194,0.2208440048582927,0.17006748497300112,0.2222984055434158,0.1408677074702338,0.20945532537866338,0.09167460687289326,0.11468360839554737,0.19248210902116972,0.21447604371446655,0.12375672149944879,0.19432330149594187,0.14683608393174813,0.243558225011603,0.25238827315491186,0.2074296200289474,0.18961846920204248,0.1584613791218717,0.10650353760637378,0.19891447385887595,0.11252210156987281
2015-01-22,0.13085989497570932,0.18791486188374829,0.06235316782156884,0.10233701022286748,-0.005052358090263341,0.10132778174820616,0.0716000372868216,0.10639356181843349,0.08448783519255817,0.12136668427440005,0.14860218127594363,0.15152695522492515,0.03243824379333208,0.18518223907045966,0.1459801758693605,0.1738679427028034,0.11619500978786591,0.06511387999880741,0.10685293477931379,0.03217077338970263,0.0444664574465123,0.18665680638861015,0.0997818724171917,0.14430798868979236
2015-01-23,0.22129192723854194,0.19693464344948694,0.1971403126369954,0.20515378446081484,0.18407492952581034,0.2264420214625875,0.2657236061978304,0.21750648251582344,0.22424411653292173,0.2321889499556468,0.21447409207894633,0.228618523019869,0.22418507274703414,0.2609528682981127,0.23496105570306944,0.20727370238995402,0.15828359714436865,0.21241346395146926,0.23069588022001422,0.18120956115719847,0.19795364078759708,0.22632442592236138,0.26089357849645056,0.269334625736406
2015-01-26,0.20648595190151506,0.2268511126664756,0.19243010392923612,0.21204983781430017,0.14378940091542358,0.17649912603003604,0.1526031512121797,0.17197883774910605,0.20618581302578118,0.16530197784138645,0.16407239251276512,0.18197149418726943,0.16048105865377874,0.18450446948608595,0.17930370240984456,0.204316587470186,0.1810932189525399,0.1460620918449561,0.17459841049403596,0.16402665381153786,0.22486478374624982,0.19233169774047087,0.1515128106406612,0.20115479662515975
2015-01-27,0.05310204251080427,0.06949072913560979,0.04411027617741978,0.0671934203713464,0.05932559439364181,0.058257169289498964,0.05787464972737307,0.05885907149037433,0.07860302200193656,0.07085426162950222,0.0442157064577511,0.06340523491777886,0.03975135497998011,0.058979111047425925,0.09211757691997315,0.07166580695131354,0.07490955335910547,0.05887708959832934,0.05402583577541638,0.07207024042851985,0.06427034758756452,0.07892783492101738,0.021282307350207287,0.0858458144239587
2015-01-28,-0.03137127590153874,0.0074752936475735166,-0.037059280332364,0.015785815635658042,-0.042686134116830414,0.01525733484639423,0.000341051572375328,0.0015546184647487618,-0.07556479830910091,-0.03664017468292901,0.026904792918710826,0.030429655379557878,-0.017570619053773825,0.05494609297218842,0.003944962429735026,-0.04808230578820332,0.008401999377759537,0.013687801589850628,0.00396136870070935,-0.07421401533221497,-0.020184187735956184,0.04354423180476018,-0.014727362577950936,0.018658404535344113
2015-01-29,0.15489228482365083,0.17205040560616133,0.17163847607675442,0.13605555120880705,0.1315333687408543,0.09188464918235202,0.1341049141811398,0.15325109729612343,0.13554063929704838,0.1719682708768223,0.1725346739797568,0.14078520550071716,0.12164706003508782,0.16123373898763674,0.16639340752000095,0.15063936360906652,0.19016601136800065,0.11078970281670719,0.12183293067640559,0.1380571770745655,0.1367201643397892,0.15564782386295328,0.09628249926185571,0.18469061392193858
2015-01-30,0.2589598789722504,0.22750279774830684,0.26622930151004637,0.23886978426890368,0.22726496484978992,0.2557059895925572,0.2712560510162463,0.3031526185979666,0.25090594345643213,0.23601212863032817,0.2694583330640735,0.27048396695105703,0.2534931459517604,0.24543771896640218,0.25041624429080983,0.26794200569844107,0.2445826097634881,0.2706728864261195,0.2611702368304805,0.2715125837771205,0.2839862406963724,0.2836203335025673,0.2762982123743592,0.280974466538667
2015-02-02,-0.08262226213377785,-0.1571246842282034,-0.11145198226492761,-0.12193630779193705,-0.07929527792784821,-0.09960395116755578,-0.0993297682940396,-0.14680516672036092,-0.08282236840139393,-0.1148018357585848,-0.11716308971645431,-0.1441774358446226,-0.09053180415772251,-0.11313511212583238,-0.11747605094742156,-0.08459921262613877,-0.11233965863965674,-0.09056088792581081,-0.11818624176304773,-0.08953674156235968,-0.12110232452752476,-0.0922805589312368,-0.1246112687184171,-0.03787328053132356
2015-02-03,-0.06895658431299352,-0.07364761887211616,0.015697547834798504,-0.004684392125039546,0.03428603480965073,-0.028214353808106735,0.03897165279762826,-0.03731842475917094,-0.05760392641676565,-0.02725981142875936,-0.0643570677345712,-0.01916243826539863,-0.04172112847587215,-0.046919940218235236,-0.01563801194412787,-0.05197212637861611,-0.0336380242449862,-0.052028218044206626,-0.017368981062965024,0.020392026619001257,-0.05267868455219489,-0.0249074056990378,-0.09237829892211409,-0.022775922406598193
2015-02-04,0.1682212181236189,0.12759495614097227,0.16626047457128543,0.10912927856323093,0.19097666801278293,0.1643039132824889,0.12379844491141014,0.13200503003295846,0.11749775633834417,0.13000541603128135,0.14098434984683797,0.12280872454616075,0.1529232361518808,0.12274525254659964,0.14840983574898117,0.11807563229981899,0.10170453070759425,0.14857466613543832,0.1384767138331698,0.1362842236777876,0.12878222695446806,0.18623447319286068,0.10038490355392841,0.1391180762473396
2015-02-05,0.24695608109246892,0.20883274979530306,0.19843666299468132,0.20467205168677394,0.22986971375948323,0.2787739078649422,0.1855951327693447,0.22386287807961996,0.2014312240978635,0.22405329791973358,0.1971418572860018,0.2459793798453745,0.2741120660686722,0.21928960365084468,0.2576045848904505,0.16809323687052966,0.23832396102778342,0.24069559831291948,0.24778393995807915,0.18646702929823705,0.23203100354681927,0.20917717844667133,0.2123336210159966,0.2162136097736605
2015-02-06,0.2533041906240714,0.2725228104680008,0.2774841723590685,0.2828571535297759,0.30630141476069805,0.2555114628619054,0.2439171984921931,0.2895580165686421,0.26996127573539486,0.2562537271366656,0.25641519371591537,0.27462934683997453,0.29251526491785723,0.30675035134043394,0.2760071146512746,0.30125759570720834,0.24464669003755,0.26716597595521835,0.2525209572172627,0.312357135196947,0.2877893550386209,0.24604205047614144,0.24739234486947959,0.24894411099453834
2015-02-09,0.13759609163420333,0.08988396318037434,0.14801679896760733,0.13451576737248364,0.11651149981536692,0.13523180237612725,0.07383475316265752,0.06651654283427015,0.12849104740577763,0.1356540485310864,0.07330694546895858,0.09430043623381411,0.13670074661954965,0.08748424573463902,0.09337135008805637,0.1538426872688788,0.15248894488736878,0.10590111912354232,0.11236808891579057,0.07858020224436169,0.13365850163436166,0.14073570388343443,0.11635050641838475,0.15279864026928805
2015-02-10,0.010736429924317722,0.0417939935781168,0.0871651101498733,-0.006100605771137571,0.0638650087370139,0.050179976789710146,0.056879460863023465,0.09157704780698854,0.06698423685172644,0.08237070977020153,0.05319147910922248,0.08971895858776319,0.04302958675930596,0.06363220534067515,0.08295609222331417,0.04182893818729808,0.03542395282032632,0.07857186925623923,0.09529033427778288,0.07207024397008338,0.09659196072045943,0.07243896984627207,0.06110583059552089,0.06816681062588194
2015-02-11,0.2127730439855207,0.143125119120448,0.2595357279900134,0.23986472124476277,0.2175607754794947,0.232542861256923,0.21601812626511196,0.20200799866321964,0.20019904303079394,0.22892615499848806,0.22681377875039171,0.1876674583019274,0.2424055977745609,0.20623516117224533,0.20971329169278466,0.2376711275641954,0.2251327947993966,0.24460256547309436,0.2090035429134756,0.23806781567650193,0.18503717029602626,0.21292800781068055,0.23398043391178835,0.16630896057103267
2015-02-12,0.08777458319658421,0.09989841615132954,0.1669203828084507,0.09039160915652965,0.13943917533326644,0.06832609682473076,0.03795369412732913,0.07151483630849008,0.12606380595926922,0.12383198050812855,0.10008639010379305,0.06474728704065205,0.0703723832191652,0.1690397160756041,0.12925254544302853,0.10951138460114768,0.07118709933955758,0.13267211304457985,0.06649164636118136,0.11856822285999864,0.062236909514876336,0.18646236917738448,0.16872756243951836,0.03138531933243819
2015-02-13,0.135328285556705,0.08622583570694325,0.062079247011965044,0.07366259171359821,0.07438030272561956,0.10330876275901059,0.10193941013345552,0.03835536942315079,0.06044865945875554,0.06979505019038314,0.04313340271323441,0.12482413146704574,0.060498297834977836,0.046706444252565586,0.0528104504651772,0.05997774139865277,0.1206201562470206,0.06768486863646545,0.13344560644532938,0.057006713737997525,0.09072190092735079,0.053107360432562596,0.08591687582205032,0.08198233675749342
2015-02-16,-0.07581008532494178,-0.08559097451246543,-0.06938589396424225,-0.1226631088112442,-0.09512507603667289,-0.0786192230237831,-0.09772405861597151,-0.08397914258643158,-0.04745456841563561,-0.14588042944916252,-0.11578583072492508,-0.09750619138195017,-0.10075106354883412,-0.09867650475408242,-0.067139740622341,-0.08379983592480342,-0.10657178195158082,-0.13915546562379638,-0.11102552806299015,-0.12360591480625682,-0.06605811656671302,-0.05469624391107004,-0.0511216788502246,-0.1303887194902127
2015-02-17,-0.05784680997145172,0.02632345087292038,-0.10455922246314694,-0.044539517953221544,-0.0278427418190759,-0.05009225643663257,-0.043544652308277074,-0.033210389019706556,-0.027194922329344614,-0.05210898020526033,-0.09702060875823824,-0.05264111764325389,0.007374730798280266,-0.08002691535796576,-0.02834017464154814,-0.058440644503705404,-0.06168745408914435,-0.07897035261876116,-0.022367124703490032,-0.07457443465272742,-0.07844592731755012,-0.06919907531531425,-0.06563221205340093,-0.007802754389709866
2015-02-25,-0.07653379726181418,-0.10385860659581914,-0.12742285602223907,-0.08491109956649268,-0.128698252412327,-0.07113945185489673,-0.08702553274044493,-0.09450662798438601,-0.142540667624838,-0.09271425710716058,-0.1197954945190393,-0.08485509316157408,-0.04765489685132699,-0.05229188479234595,-0.08235695709222063,-0.1164652312007325,-0.1054687546796649,-0.10736443569037933,-0.06739912900658603,-0.07647193249584326,-0.09394319542526842,-0.13559092795133793,-0.08092031772312382,-0.12567026889073615
2015-02-26,-0.0980870180514244,-0.07328462312412506,-0.0914880521190202,-0.09497430736619569,-0.09727920953354877,-0.10824887611532606,-0.10988620627911082,-0.06307215579699191,-0.1116657243729269,-0.0947930780045286,-0.06463525904137045,-0.08981119853061657,-0.08675729098933302,-0.0872845913129069,-0.051610362657515466,-0.05939744129340198,-0.06967738763817714,-0.08735303431651523,-0.0223138651552591,-0.0786082356230955,-0.08509345121147464,-0.06980656175766325,-0.06857892562956205,-0.11306061206618366
2015-02-27,0.07961844724338651,0.1356630149111986,0.06654037730883701,0.07601701954143306,0.04794183732820563,0.07740563212298121,0.010811271957798015,0.047433097106121605,0.033505761163697106,0.11254268772688998,0.0692602456870655,0.12107848589173802,-0.0008309503959003937,0.11170619444841831,0.032970511503228786,0.05879648836699613,0.014887941591513522,0.08299767765270069,0.03528912338227684,0.019274771654325257,0.04303277132922332,0.057814434172305265,0.09021788468900459,0.042559939346405284
2015-03-02,-0.00958681518340096,0.005855137235425726,-0.03882672076143752,-0.005111854923619869,0.014594667832326555,0.01977903810343968,-0.04305407927550151,-0.021666822511537096,-0.022811324607828656,-0.03798182154821019,-0.0030590026850443866,-0.031610966611204154,-0.012323792476616748,0.014129520044129693,-0.044928028518616665,-0.031320905221231134,-0.07917769504419708,-0.028577725957506055,-0.010380667408590269,-0.05614166827407024,-0.08695258068957579,-0.020871539062384103,0.02005955800032148,-0.04382407776796278
2015-03-03,-0.07842937843440374,-0.1575827055315931,-0.05616024521712536,-0.06768413907767207,-0.13544587851134177,-0.070733447476549,-0.06490257600647648,-0.09345806104424842,-0.07642164996913514,-0.0988876760151405,-0.04866409902673042,-0.11373416648481675,-0.08983422081711553,-0.056857925436421076,-0.10160127852611453,-0.10583941473907982,-0.10953675840900552,-0.06553398262981147,-0.05689552063994789,-0.06190411753031851,-0.033252234534785506,-0.05779563657054185,-0.13893572557718678,-0.09441866669333746
2015-03-04,0.22429569373692038,0.23144651147676482,0.20658999717016957,0.13741104103943894,0.2780788949305986,0.16861465317611915,0.20150523363913098,0.20620801934199307,0.22753828785560484,0.20708379689883433,0.15347122050159084,0.22010044450480892,0.21788810604256262,0.1820807573433235,0.20620175345963815,0.19059103055871596,0.20463745183017837,0.2477370826131986,0.16956152439814157,0.22354017292219902,0.1669963685602168,0.20762001183113263,0.2285254053219841,0.2152347458607182
2015-03-05,0.07513233694813622,0.09622595780388378,0.04703054407610133,0.0786688624429654,0.0783618680670524,0.06034863126500016,0.06888556069980152,0.06783954261571906,0.05708231053666281,0.030824969704526185,0.06215132212663658,0.06773762545448479,-0.004489823820032676,0.08744765870186662,0.047643041357275095,0.07215113569281278,0.042761706491037596,0.06468433645097126,0.02603411739118936,0.08061945747761252,0.07811055526215523,0.000143926917938153,0.10228953174043884,0.0769255818289753
2015-03-06,0.24877534343007482,0.2555081114529084,0.17619617871769339,0.22254153603521643,0.2699500666528561,0.26593352370609796,0.21933834427807286,0.25140779731088736,0.2433595480852908,0.2547807686714866,0.24055482880887838,0.25984482442785223,0.26869548735762844,0.23107824341716768,0.24201771748579826,0.29717048494978676,0.23670508251500266,0.22180076997621537,0.22846517871508068,0.20776051878678628,0.23198680044590894,0.24908432739361117,0.20734514291947398,0.259852778962714
2015-03-09,0.12654693010170745,0.09450390297443884,0.09617631635822342,0.1436445154718545,0.12500196812425948,0.11707484123697175,0.10454699381972234,0.106773926145409,0.16528108685712736,0.12549127758187523,0.09338133423801503,0.14105667840447736,0.10695302543099228,0.07236078567018797,0.09988475403800695,0.12121134589053952,0.1234965838902416,0.05304045023789124,0.15977206171692618,0.10990127520905559,0.1257965828200742,0.13417660887065577,0.11706377053937388,0.09789129042388421
2015-03-10,0.16858768320560763,0.07080318098809182,0.16314088725747594,0.10210675867698853,0.0800971763507169,0.11519038569205356,0.1848714873522579,0.12210737371724194,0.11513626215508023,0.11917879833483182,0.06520729929720638,0.055122608262616765,0.09247719738512897,0.09267253415038715,0.11386829529344199,0.09563948804083287,0.08394634389382748,0.12434513595501093,0.12243555916416188,0.06851621553489254,0.10458069634882286,0.13574552097020617,0.11560516879813079,0.12315343407728963
2015-03-11,0.08317582154018933,0.0801326026658267,0.09301941681917061,0.10776217625854458,0.13227915444314314,0.14780473704001285,0.1194238303476746,0.09536345800226902,0.08709928593859965,0.10426923999514921,0.1284767299546913,0.12021698618041067,0.14603489738098574,0.12353426696471996,0.08343118622827247,0.10874624056715014,0.12342257566569324,0.11645687645722888,0.08496091419599981,0.09156054148166289,0.10216432643904194,0.07953478359834883,0.12351704583931936,0.09961264768682776
2015-03-12,0.20227079830738368,0.2518624668014912,0.24216992357236258,0.21012879397025738,0.2638164680847608,0.2785395498810133,0.2507497583717096,0.2199710858247444,0.2802695272207467,0.2589651202456081,0.21926244487220095,0.27116227268666293,0.20274593292885976,0.20143220600537673,0.24099630044752,0.23492056723764043,0.29155854308293333,0.2441496511618463,0.22194421432226308,0.22383815371620253,0.2708566839664401,0.23166721489892222,0.24030948726070678,0.23946987971378214
2015-03-13,0.0769129244739001,0.10534790412839193,0.05899537454415503,0.07180928827270291,0.04221591416713368,0.08128000048731755,0.041050413001632514,0.02088155746692332,0.04354334689700544,0.05766083509985949,0.06939199012369744,0.05072874280191353,0.04806981636249929,0.00041878852854462605,0.08022059241571437,0.03862296240345021,0.0058625317771659234,0.04155702021555681,0.06462186187795944,0.09143346490907467,0.041014879429513575,0.057123770538404686,0.028457822665139736,0.0632330068305678
2015-03-16,0.11079701959513073,0.11138332375830913,0.06999278795117533,0.07938482226037583,0.08355976476259284,0.12904681537219384,0.06424396141611449,0.09632545921766658,0.09539422546238453,0.13527433006818734,0.08565294676853752,0.09236194155005024,0.09476401193979928,0.09613636977975838,0.09493990318875278,0.09504371202110776,0.1347362500569587,0.04339031524509161,0.06496986180862108,0.06348455792856915,0.09618256344109972,0.112165062642547,0.09525539066703449,0.02575931148094146
2015-03-17,-0.039702449905924246,-0.08423699233798888,-0.048602150102194173,-0.07812517449843322,-0.046206662694813515,-0.0709427732848225,-0.08709441946580108,-0.08434663956833308,-0.11128077102588989,-0.09081531853257375,-0.10988175358686869,-0.10785835608616529,-0.10047036631565921,0.001172108587336714,-0.09093664116244535,-0.10426182540566263,-0.021785787892044068,-0.08441415383516539,-0.06500405593391205,-0.09835813425333435,-0.09471997823538623,-0.1042592872753306,-0.07998613165788597,-0.10890305053083352
2015-03-18,0.14547503742506163,0.14461619613246085,0.12580371884620106,0.14134812479416198,0.1418104998159638,0.10850484058473035,0.14911771768606652,0.10364760213106336,0.15523303499409782,0.1319553094302797,0.10718264757884219,0.13150687247171186,0.10634841563152866,0.10418627335568448,0.14999147373338687,0.1359335716724745,0.14483395155136627,0.14064539126762582,0.1328653580474176,0.1301267605016628,0.10977035752268421,0.13209028796049163,0.13646925994615167,0.08889989266437177
2015-03-19,-0.05802278533474538,-0.05160259238941507,-0.039687522962816996,0.005449777023355473,-0.01520577470047428,-0.031452465624947204,-0.022108324491636633,-0.03669048254994439,-0.02247689592354054,-0.012470777689609306,-0.03980597383790847,-0.023379662658646935,-0.046453996803381914,-0.0365938038269485,-0.018361699985187316,-0.025418209994739902,-0.023269246744447875,-0.014161748169033405,-0.06945523872322457,-0.013231766243807522,-0.061999572591919495,-0.02908396650769132,-0.08301358724846593,-0.0441801028708271
2015-03-20,0.15563078200756778,0.11941179736974258,0.12422546955297302,0.14599471722048513,0.1578480771921387,0.15906765366439257,0.16868268684879914,0.15860367599072123,0.1489427323565705,0.13704474434997005,0.14833538070855848,0.1409089166172628,0.16582957040771562,0.17578777779188579,0.1662871360074004,0.15055703610344032,0.1218294057456553,0.110744212237598,0.14552330154098927,0.1512279955253995,0.16297824934734836,0.13384460646473104,0.1164058170848182,0.17732308478724051
2015-03-23,-0.04514535528656195,-0.06740191772284197,-0.090172984909827,-0.09651426878641255,-0.11280144758963756,-0.0870874953031564,-0.08075954853875264,-0.04939117365304784,-0.07140202544567115,-0.0720386160694248,-0.08934095429602489,-0.08192398102539308,-0.07623929344083388,-0.09164006724982335,-0.049288580482418735,-0.048009243644673676,-0.12422109341236426,-0.12786571579896355,-0.04231019301622639,-0.1366610633682315,-0.11121381827415201,-0.07586226353877189,-0.09147284038169788,-0.06396453354091351
2015-03-24,0.24725147016320234,0.25889258271623494,0.3257467821100322,0.2914598485664912,0.19973720530465294,0.2521997504161082,0.24198128167214464,0.24514000625900925,0.2808294643467346,0.30013760518377425,0.28505927506152867,0.29550858589732487,0.25901488666855904,0.2626241768979683,0.28621507388370865,0.24427328950595906,0.29510778896265233,0.2654901132353298,0.25593187405218076,0.2715704028110969,0.2583366556602162,0.28778649436205495,0.27325720838942025,0.25373040291034654
2015-03-25,0.048624000998880784,0.022906424709030388,0.058490960384917454,0.04274120502666284,0.021375235261487026,0.04629783196783592,0.04032926397262283,0.006110462453007575,0.0340303148517987,0.05947416190776946,0.03771268781433814,0.02461445277188477,0.06843257319837583,0.07322812936059021,-0.005025340470732293,0.048134518065183055,0.07979286586131293,0.030760124110874927,0.05252080401890814,0.058015772788385586,0.037924205858699676,0.04081265815160176,0.02333634373787036,0.02091910811450964
2015-03-26,0.12679152248662062,0.15181516528089825,0.04564507929219213,0.11119329145962138,0.026823775084594735,0.08475326762549815,0.05963396034570412,0.06354144458839671,0.04154353280745199,0.10555072677676282,0.09125407940698953,0.08032974181521994,0.05729810693649518,0.12728843115710295,0.04675478732418234,0.10133328960099709,0.09292192138019252,0.08398029858252566,0.06052555335071694,0.03238434163701068,0.025013256364421557,0.09723064980785104,0.05046820932482739,0.07098250159896355
2015-03-27,0.06408854127101848,0.08430843018003349,0.09592228878973555,0.1194489377839023,0.12930318782293584,0.10030542428567776,0.11131782774412445,0.11435300748307316,0.09077662861879802,0.09342474420206977,0.101929657098829,0.15560310590681375,0.11531334653027739,0.08155726325481491,0.10235291354886261,0.11673037155131032,0.09301253883428243,0.08665264100153175,0.08425483243113889,0.16062029724663796,0.09197235571784863,0.12143675120295708,0.1271954701615086,0.04742461435180948
2015-03-30,0.11019648258038414,0.1836903236316338,0.12141792826502022,0.13508291857079008,0.13080726213808364,0.12256180234102076,0.09518070955452003,0.11457709663440102,0.14267403319749564,0.12538363172229425,0.14909940757709433,0.15571611095387355,0.12315273561516965,0.15816211551925677,0.10302902501886395,0.14104910335715556,0.13329317246573594,0.11585982089692684,0.13191751697600818,0.12809013455623558,0.12310599667442987,0.16220407724826413,0.14974309298903732,0.1294477329495468
2015-03-31,0.026377708859858455,0.10591590625917881,0.03702844747861899,0.02565694519476564,0.07419547181662442,0.1149745142942588,-0.005526128092850374,0.1121012994108854,0.12127224490002421,0.09185513825638418,0.05365903724068651,0.0650832916623339,0.07756286216700115,0.10031898643737165,0.009401633594310729,0.03701314115884455,0.06801882513336036,0.058831480015891786,0.07432502888042951,0.07692600993352892,0.07330196539979152,0.06446721229141271,0.060694477794152164,0.07575890305072791
2015-04-01,-0.19243674738657682,-0.1601606474174752,-0.17559172477804136,-0.1377318955401467,-0.18165579886739674,-0.18182587444630513,-0.17222735614239318,-0.15312024455330234,-0.18115199534629528,-0.15505698369900003,-0.15971241867503183,-0.16696031933087788,-0.15796893453853714,-0.15474727299783508,-0.20517370469832594,-0.1519774707127551,-0.1517364604917404,-0.1589843611475864,-0.16326306056377018,-0.14343992009689954,-0.1731511821112422,-0.15452664950466982,-0.20009154478867827,-0.22876840984649627
2015-04-02,0.11232361901190031,0.0071062759117885245,0.02860914183884901,0.04029682372143415,0.06009028483610535,0.02942265208529403,0.08164872527021788,0.03336816281710839,0.06731636709726735,0.014377320462575525,0.02675004890696281,0.029378527602307997,0.044202678272337016,0.027758768100289075,0.024632632261392562,0.045484801698848894,0.05534885779726446,0.057151259146579994,0.0767397369035819,0.08409735480706303,0.04008457937289374,0.06028716939626456,0.07010486686065683,0.06532713486746032
2015-04-03,0.12238946170252736,0.08995292245466299,0.08242880350097803,0.0969134369923416,0.09048063590067534,0.1349097680381041,0.09969499055133774,0.10773464177966384,0.09944081601078586,0.13142315640575097,0.09932920023428263,0.11010785841372986,0.12617776746344858,0.11421388235034093,0.0847821282144791,0.12020245554708309,0.14412083236636497,0.10686713302169325,0.12300224336659704,0.10630242349898884,0.1244698250616097,0.14095414912309784,0.1270651681419841,0.15518239786051344
