datetime,rank_ic
2015-01-05,0.09303621915139644
2015-01-06,0.13027705564067368
2015-01-07,0.21905122662585455
2015-01-08,-0.18040010213363755
2015-01-09,-0.09457559536012287
2015-01-12,0.2527750120825829
2015-01-13,0.31145732800309206
2015-01-14,-0.12111156008978612
2015-01-15,0.1408820512721807
2015-01-16,-0.06572709081979516
2015-01-19,0.09649355402109719
2015-01-20,-0.028108130183383262
2015-01-21,0.17043060631089046
2015-01-22,0.12378336388786243
2015-01-23,0.23109098155391206
2015-01-26,0.20265942725137984
2015-01-27,0.08469070761127553
2015-01-28,-0.009857683056935865
2015-01-29,0.16934297365648002
2015-01-30,0.2143510193448836
2015-02-02,-0.08933439808181375
2015-02-03,-0.05267081203772605
2015-02-04,0.11352532957159314
2015-02-05,0.2300015807288642
2015-02-06,0.27724438243913785
2015-02-09,0.15268440243969292
2015-02-10,0.05260151770732057
2015-02-11,0.18332124115895312
2015-02-12,0.11515936879977944
2015-02-13,0.05390217299135891
2015-02-16,-0.12101078828419752
2015-02-17,-0.02933889635488387
2015-02-25,-0.12425620106243426
2015-02-26,-0.09476946034835391
2015-02-27,0.08272969133012492
2015-03-02,-0.030222679366431988
2015-03-03,-0.052799330419785774
2015-03-04,0.17049851480568115
2015-03-05,0.07723978497970731
2015-03-06,0.24716803022957115
2015-03-09,0.07878179027695133
2015-03-10,0.0617822634711048
2015-03-11,0.10801409672154759
2015-03-12,0.26565203089593337
2015-03-13,0.011808821260040772
2015-03-16,0.09986181242353866
2015-03-17,-0.09640022051519763
2015-03-18,0.1383915232502564
2015-03-19,0.009261458793804708
2015-03-20,0.16935826296402876
2015-03-23,-0.06650114968471835
2015-03-24,0.28200167625342565
2015-03-25,0.020413741472849842
2015-03-26,0.059168210964790004
2015-03-27,0.10761433380633022
2015-03-30,0.18348204835184592
2015-03-31,0.0631713683262231
2015-04-01,-0.17818977586274584
2015-04-02,0.03691655320204846
2015-04-03,0.12427366862270553
2015-04-07,0.05314182568348492
2015-04-08,0.27970672670345714
2015-04-09,-0.020079515200675857
2015-04-10,0.023649258462674023
2015-04-13,-0.03907822186037232
2015-04-14,0.10098373183980452
2015-04-15,0.015016052509447068
2015-04-16,-0.02519660169298886
2015-04-17,0.21884207706730954
2015-04-20,0.10046746013327587
2015-04-21,-0.05411239187917539
2015-04-22,0.10091889621942998
2015-04-23,0.009844604015886837
2015-04-24,0.04700714178502085
2015-04-27,0.24580373562411817
2015-04-28,0.1455120861347696
2015-04-29,0.1170708278833874
2015-04-30,0.24408203979156493
2015-05-04,0.1041811900310945
2015-05-05,0.23837625582802247
2015-05-06,0.016411062161338433
2015-05-07,0.22298753877701244
2015-05-08,0.016238850701562068
2015-05-11,0.08355993628962803
2015-05-12,-0.022332227763536744
2015-05-13,0.03315282699424928
2015-05-14,0.22588591171907407
2015-05-15,0.27767101674590294
2015-05-18,-0.013397404390222729
2015-05-19,-0.21143989077806416
2015-05-20,-0.05288935549137004
2015-05-21,-0.030163832264624366
2015-05-22,-0.05251857530367153
2015-05-25,-0.026634990128543534
2015-05-26,0.1374300220296261
2015-05-27,-0.010085188579670567
2015-05-28,0.11462552046493651
2015-05-29,0.04853034369036485
2015-06-01,0.13765091487138184
2015-06-02,0.1476223469809223
2015-06-03,0.13381879621040108
2015-06-04,0.06983878760720691
2015-06-05,-0.10068495771629742
2015-06-17,0.19506373920545897
2015-06-18,0.03351768618135375
2015-06-19,0.09204485286205245
2015-06-23,-0.12616070077798588
2015-06-24,-0.0071836237173930105
2015-06-25,-0.3037487756747322
2015-06-26,0.08828787615240724
2015-06-29,-0.12686008003026344
2015-06-30,0.29284005177638306
2015-07-01,-0.33491402666898
2015-07-02,-0.33572665007242525
2015-07-03,-0.15317531226716066
2015-07-06,-0.2080154046190435
2015-07-07,-0.05333161910697394
2015-07-08,0.278264786591985
2015-07-09,0.38143946216136054
2015-07-10,-0.40341004229049887
2015-07-13,0.17600312414928765
2015-07-14,-0.06178088327267315
2015-07-15,0.20840977045241327
2015-07-16,-0.3192335931097399
2015-07-17,0.08927190637056476
2015-07-20,-0.0014928478623749482
2015-07-21,-0.03553137782122344
2015-07-22,0.03337034367835788
2015-07-23,0.10811141904375143
2015-07-24,0.07697787797804646
2015-07-27,0.5508628028322053
2015-07-28,0.21825137016281665
2015-07-29,0.25375624501749505
2015-07-30,0.046955925692315964
2015-07-31,0.45192478490869453
2015-08-03,0.17927378282519724
2015-08-04,0.15600293445312804
2015-08-05,0.35995405249666174
2015-08-06,0.4316887216377854
2015-08-07,0.017028500382577104
2015-08-10,0.13217516771493917
2015-08-11,0.20370023770322015
2015-08-12,0.09377752672287518
2015-08-13,-0.10571124836136672
2015-08-14,-0.20497183745105646
2015-08-17,-0.014155791082388208
2015-08-18,-0.09587495809828243
2015-08-19,0.14235782311724304
2015-08-20,-0.017172991600614314
2015-08-21,-0.07495395036428626
2015-08-24,0.15805037961209759
2015-08-25,0.35167859794631945
2015-08-26,-0.09167749088839937
2015-08-27,0.04054079047143464
2015-08-28,0.051384444240170406
2015-08-31,-0.16989787828006497
2015-09-01,0.26432427605451925
2015-09-02,0.31176187487909257
2015-09-07,-0.17213854352050229
2015-09-08,0.2862660557161784
2015-09-09,0.10551830932650845
2015-09-10,-0.3861543298930257
2015-09-11,-0.15535415757296264
2015-09-14,0.3223407719785025
2015-09-15,0.03000898954797465
2015-09-16,0.27800025945051476
2015-09-17,0.13097349412657222
2015-09-18,0.08151878696158504
2015-09-21,0.025080794925596315
2015-09-22,0.10916905107236195
2015-09-23,0.00841111477683199
2015-09-24,0.06763520378200363
2015-09-25,-0.16495548247373065
2015-09-28,0.06827977391610168
2015-09-29,0.13763608654119605
2015-09-30,0.19622952948622288
2015-10-08,-0.08218110730175117
2015-10-09,-0.043273325498171894
2015-10-12,0.027041129243645896
2015-10-13,0.03955796243258673
2015-10-14,-0.14453812208713973
2015-10-26,-0.01378132058984282
2015-10-27,-0.047769073404920925
2015-10-28,0.07193962704134807
2015-10-29,-0.053089060868817595
2015-10-30,0.147708446580265
2015-11-02,0.49973090651902446
2015-11-03,-0.06859826845790672
2015-11-04,0.061048928040156644
2015-11-05,0.09891366910330747
2015-11-06,0.11310430189333834
2015-11-09,0.018331874815885028
2015-11-10,0.011816359898088807
2015-11-11,0.08492064707108604
2015-11-12,-0.025518330292007747
2015-11-13,0.02258395525692635
2015-11-16,0.13627559015738716
2015-11-17,0.3376122183939456
2015-11-18,0.04982262870349386
2015-11-19,0.11948807147685453
2015-11-20,0.27735528774597756
2015-11-23,0.10458094466449741
2015-11-24,0.2903911519126223
2015-11-25,0.1779704065973535
2015-11-26,0.12936482537194416
2015-11-27,-0.12125203526249016
2015-11-30,0.21284473380673585
2015-12-01,0.08758809054940224
2015-12-02,-0.01883442390846822
2015-12-03,-0.07646268717582526
2015-12-04,0.037334595469425524
2015-12-07,0.1627983670406863
2015-12-08,0.1751576733755667
2015-12-09,0.09083519200031998
2015-12-10,0.05612140811609749
2015-12-11,0.2934555859755625
2015-12-14,0.2269079567959787
2015-12-15,0.03440159558960779
2015-12-16,-0.03521959109620117
2015-12-17,0.16979209040910098
2015-12-18,0.28184188168312735
2015-12-21,0.047555931596580725
2015-12-22,0.14340807797448687
2015-12-23,0.009862084120555876
2015-12-24,0.15191803126633663
2015-12-25,-0.07382934282669272
2015-12-28,0.15825793019741852
2015-12-29,-0.07667201330896202
