datetime,s0
2015-05-18,0.07526994443498418
2015-05-19,-0.11804161221026156
2015-05-20,0.044134272545444796
2015-05-21,-0.06487965407722038
2015-05-22,-0.05620152385320092
2015-05-25,0.029731523466196258
2015-05-26,0.2317470789609696
2015-05-27,0.02604244032511554
2015-05-28,0.016430576722547524
2015-05-29,-0.04842648054390871
2015-06-01,0.13241011459626587
2015-06-02,0.2595443617157049
2015-06-03,0.12449288212755007
2015-06-04,0.09122911303462475
2015-06-05,-0.020106488238734822
2015-06-17,0.12752050329366157
2015-06-18,0.042060114314646596
2015-06-19,0.2116238204977218
2015-06-23,0.08618496676137077
2015-06-24,0.04548006542619652
2015-06-25,-0.172349088171686
2015-06-26,-0.007570671467590255
2015-06-29,-0.10924874206257758
2015-06-30,0.35530201363643693
2015-07-01,0.007914721886983242
2015-07-02,-0.2834092044257924
2015-07-03,-0.10700953779083197
2015-07-06,0.11922236840159896
2015-07-07,-0.10522753471243974
2015-07-08,0.01547589119033651
2015-07-09,0.15801564501410975
2015-07-10,-0.34120066968940793
2015-07-13,0.08705472307373334
2015-07-14,0.12351192508216478
2015-07-15,0.3038701142675873
2015-07-16,0.041115976664066835
2015-07-17,0.23379843231695266
2015-07-20,0.02595175601511651
2015-07-21,0.12439909803141677
2015-07-22,-0.11752459359006072
2015-07-23,0.049237052464357604
2015-07-24,0.02522953276378565
2015-07-27,0.484011207911708
2015-07-28,-0.06264587841461836
2015-07-29,0.08111809217280999
2015-07-30,-0.15675696484532203
2015-07-31,0.48262507307360164
2015-08-03,0.1958468506679136
2015-08-04,0.11744670160018858
2015-08-05,0.536686130889861
2015-08-06,0.39071212882103185
2015-08-07,0.08592419025769651
2015-08-10,0.21894992013389947
2015-08-11,-0.028726857393431834
2015-08-12,0.15099828085574632
2015-08-13,-0.18853967612128167
2015-08-14,0.10841093761878914
2015-08-17,-0.1124725238852136
2015-08-18,-0.033780874772400174
2015-08-19,-0.06524633737622608
2015-08-20,0.0025053009555032115
2015-08-21,0.16149175679651953
2015-08-24,0.09322215766476656
2015-08-25,0.2704284849508773
2015-08-26,-0.22835724636934468
2015-08-27,0.10476428267584012
2015-08-28,0.17142659031353183
2015-08-31,-0.11870406648065565
2015-09-01,0.05430222855780749
2015-09-02,-0.0716391272960616
2015-09-07,-0.018678842132880766
2015-09-08,0.2052272114994193
2015-09-09,0.1422456798146023
2015-09-10,-0.1902020813074498
2015-09-11,0.20478677596663056
2015-09-14,-0.13240921595327673
2015-09-15,0.019466620153583483
2015-09-16,0.2414966747421884
2015-09-17,0.2937604061548917
2015-09-18,0.007624839945009055
2015-09-21,0.29834430697248154
2015-09-22,0.05969962969986454
2015-09-23,-0.09873384546417849
2015-09-24,0.1922279870857055
2015-09-25,-0.0971570829342405
2015-09-28,0.08296760192913173
2015-09-29,-0.18384389333294446
2015-09-30,-0.0865901969925128
2015-10-08,-0.12413450633659125
2015-10-09,-0.06345033010626784
2015-10-12,0.16163405429711414
2015-10-13,0.08693539178725954
2015-10-14,-0.11573488837692811
2015-10-26,-0.006010854374478836
2015-10-27,0.017216290831045082
2015-10-28,0.08485910642320663
2015-10-29,0.046382069822951635
2015-10-30,0.08371085572376659
2015-11-02,0.1364176861275956
2015-11-03,0.0038003814496668236
2015-11-04,0.16023014597832191
2015-11-05,-0.05138142114186016
2015-11-06,0.0765875562196093
2015-11-09,-0.025066427594388086
2015-11-10,0.2132691339661135
2015-11-11,0.033159204416221555
2015-11-12,-0.21246755471342021
2015-11-13,0.113406322729372
2015-11-16,0.2777399941321457
2015-11-17,-0.0654750215246555
2015-11-18,-0.06778731819202677
2015-11-19,0.004651439056646916
2015-11-20,0.26476954839987266
2015-11-23,0.16419591394648989
2015-11-24,0.25920409377651904
2015-11-25,0.002414845271556685
2015-11-26,0.170328194073304
2015-11-27,-0.14219545681034823
2015-11-30,0.07822512313385921
2015-12-01,0.07377809027716066
2015-12-02,-0.0735916821096479
2015-12-03,0.024582622450151463
2015-12-04,-0.05538264207927903
2015-12-07,0.05962249650903377
2015-12-08,0.12192444119868508
2015-12-09,0.029571197414979922
2015-12-10,0.038342770600929714
2015-12-11,0.0811092006953047
2015-12-14,0.20870297477310706
2015-12-15,-0.057626547541801076
2015-12-16,0.11850039399268204
2015-12-17,0.07094433802406895
2015-12-18,0.20268564063052524
2015-12-21,-0.043345967770525955
2015-12-22,0.05485892554746935
2015-12-23,-0.09243021171744817
2015-12-24,0.3016925285684986
2015-12-25,0.13304495288286886
2015-12-28,0.1296671083758666
2015-12-29,-0.030188270044601898
