datetime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
2015-01-05,-0.017626438790757485,0.0681085691273222,0.19941180135320608,0.1270542338348551,0.0076834307017627865,-0.054843914800249687,0.03319356777201234,0.06245721570042497,0.014529882706228599,-0.052315868000754946,-0.10298452914978953,0.11122586531778972,0.026499184168927,-0.023277792217654712,-0.008062035231982638,-0.1249705834412963,-0.0344963915087205,0.1677659091337538,0.03233200749477748,0.00953982197883696,-0.01028666821636167,0.1799918712105096,-0.1289935276952492,-0.09985399264593474
2015-01-06,0.3195151611895104,0.20604043935983393,-0.12389829349970294,-0.009302991083668503,-0.10029857357394385,-0.025518826332399984,0.10628775333659797,0.08317371277580693,0.21882393580032983,0.19872361007398323,0.24479703879690023,-0.046031164937632964,0.06845009609129424,0.3610226844385567,0.16485756809271818,0.11729451802143781,0.30491290531860665,-0.0922330377901283,0.10482268748359518,0.2171773009479783,0.30804561986133683,-0.1614046876681714,0.08014583130942371,0.14404277189559211
2015-01-07,0.11048667607803328,0.08331977652034542,0.11404468357476233,0.1673356019730759,0.2300458419073801,0.09515833324216513,0.1984955992443092,0.23426698032666926,0.18905767187667835,0.1989116065568793,0.179353060922205,0.243683439427023,0.19738545128977872,0.27713290813521035,0.22658658844012583,0.2135071658696882,0.23489814738461678,0.2668868197727472,0.19330886587015553,0.2325857764625672,0.27753460326959567,0.22726832519432613,0.2451318318593198,0.17934542776050644
2015-01-08,-0.18040540402131441,0.08421590684390617,-0.21247700456842122,-0.08349991101263585,-0.3147716254057322,-0.060178594086395414,-0.16811514639656724,-0.2640501529654863,-0.26189662258910407,-0.0030293058226415165,-0.11389683803853856,-0.24066882831053954,-0.10203796127477215,-0.12394439717597454,-0.044394633477492784,-0.2315016235223565,-0.13010085274838504,-0.22401656309710413,-0.19758086915049808,-0.16735480750472684,-0.17165198746682078,-0.25887093168987857,-0.15297922105871337,-0.15803240200454846
2015-01-09,0.05387669773816606,-0.04285194272819289,-0.17207615473591287,-0.20214126133295313,-0.2610348928927851,0.041081035696429485,-0.1126343625673804,-0.22746780809890774,-0.2760537302491815,-0.10280325232935553,-0.20778292650108837,-0.29837636642098253,-0.18800119842496946,-0.062091950724956387,-0.022059528621149724,-0.1376870675671087,-0.12113085200223768,-0.24204654261672612,-0.12567118665237031,-0.19510724913566876,0.10154878033581517,-0.266912710803572,-0.10860903172672748,-0.14937662832836476
2015-01-12,0.19434315928030685,0.11975571974308408,0.07413183519834153,0.207219348920521,0.26356162370782343,0.09079979791230236,0.214630194784585,0.23525499769402322,0.2039766864164626,0.26422236926735276,0.18968072870032116,0.21899684034875244,0.13302692550119735,0.23622774873798016,0.13904805886352203,0.2101881717486445,0.2093518634700489,0.102939387448608,0.18558506037645167,0.25507974984293397,0.16028494592666145,0.1393715140904974,0.18528307341675343,0.2380492119482928
2015-01-13,0.10950963138062096,0.20674513874999959,0.4000845372669493,0.24915164563881015,0.18945841286585136,0.30046652930241574,0.41723768282137313,0.3412796136866574,0.4488160727682074,0.2475148095270808,-0.029388626684567345,0.3790761679821597,0.2628875201153217,0.25911149043757825,0.05073810288276016,0.34641482321934597,0.2936267393479233,0.50956936087205,0.32795783823229124,0.2024118882682632,0.2639528232448733,0.3089374304973636,0.47309095818736324,0.45801928041360834
2015-01-14,-0.1465128139320819,-0.08217671055598998,-0.1924658785750737,-0.178232417370339,-0.12912685694585274,-0.11548973649881601,-0.08782047948684338,-0.15206259955952212,-0.12665657499116476,-0.1133953877577808,-0.0550088568530898,-0.2995443479547117,-0.24163155014793591,-0.10001636359067571,-0.033907458410099345,-0.2211288778256742,-0.13386561914282374,-0.22539104448909295,-0.1494630309285652,-0.2185483920989636,-0.10181778975152969,-0.0942490328548273,-0.17144367418470552,-0.18690273491466103
2015-01-15,0.25220052517629304,0.04600329102747299,-0.005051013817688847,-0.019660611587426585,0.004502991229711156,0.13563293957968195,0.11819116878711491,-0.10942039742965665,0.07475110038309431,0.22159946441277883,0.02361437525425245,-0.13661427114443356,-0.1493612187019991,-0.04015217387113598,0.21987225338022115,0.10527311479266979,0.2557932783608012,-0.05013274003582732,0.2270767983527775,-0.17103172843530695,0.3453597862278517,0.03388461738673147,0.24800239259820536,-0.08905897243596834
2015-01-16,-0.021772948341981187,0.01804981418069826,-0.2030020284563734,-0.185480957647405,-0.13037163139993188,-0.057169111843724335,0.05365949939044171,-0.04622311186926188,-0.0013883730923134796,-0.27971681141257687,0.12504346950131034,0.008271435735876279,-0.16657561066377102,-0.09815780892995397,0.07982747638795509,-0.09875788686778778,-0.01759602030240868,-0.08663583053323337,-0.15792557153820116,-0.16509686438804883,0.11511205913258296,-0.0008208295005068064,-0.15728163248201968,-0.15369200963702587
2015-01-19,0.14905554666824886,0.18330164337339497,0.2889732331234309,0.17350078652712822,0.1519172608382021,0.2120061972559455,0.2696965336321498,0.20399617334299125,0.3775614630608157,0.29398226774474273,-0.12819714929149031,0.14982107286158955,0.13966397198525168,0.2737075110440139,0.283668604100492,0.36039434338477105,0.05988440651875924,0.3650968266455817,0.33606745980440633,0.17868097207217803,0.2353160315648141,0.2875592984527155,0.30990832921230854,0.15068813354049737
